state,state abbr,File week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Nevada,NV,2019-10-12,2450,2019-10-05,16280,1362256,1.2
Nevada,NV,2019-10-19,2085,2019-10-12,16617,1362256,1.22
Nevada,NV,2019-10-26,1897,2019-10-19,15743,1362256,1.16
Nevada,NV,2019-11-02,2170,2019-10-26,16035,1362256,1.18
Nevada,NV,2019-11-09,2521,2019-11-02,16014,1362256,1.18
Nevada,NV,2019-11-16,2418,2019-11-09,16225,1362256,1.19
Nevada,NV,2019-11-23,2572,2019-11-16,16915,1362256,1.24
Nevada,NV,2019-11-30,2566,2019-11-23,17321,1362256,1.27
Nevada,NV,2019-12-07,3141,2019-11-30,19086,1362256,1.4
Nevada,NV,2019-12-14,2655,2019-12-07,18343,1362256,1.35
Nevada,NV,2019-12-21,2573,2019-12-14,18971,1362256,1.39
Nevada,NV,2019-12-28,2544,2019-12-21,19193,1362256,1.41
Nevada,NV,2020-01-04,2264,2019-12-28,20801,1362256,1.53
Nevada,NV,2020-01-11,2792,2020-01-04,19823,1371969,1.44
Nevada,NV,2020-01-18,2451,2020-01-11,19328,1371969,1.41
Nevada,NV,2020-01-25,2101,2020-01-18,19025,1371969,1.39
Nevada,NV,2020-02-01,2286,2020-01-25,19177,1371969,1.4
Nevada,NV,2020-02-08,2794,2020-02-01,19225,1371969,1.4
Nevada,NV,2020-02-15,2543,2020-02-08,19585,1371969,1.43
Nevada,NV,2020-02-22,2052,2020-02-15,19472,1371969,1.42
Nevada,NV,2020-02-29,2324,2020-02-22,20044,1371969,1.46
Nevada,NV,2020-03-07,2309,2020-02-29,19850,1371969,1.45
Nevada,NV,2020-03-14,6356,2020-03-07,19475,1371969,1.42
Nevada,NV,2020-03-21,92298,2020-03-14,19822,1371969,1.44
Nevada,NV,2020-03-28,71942,2020-03-21,58798,1371969,4.29
New York,NY,2019-01-05,45065,2018-12-29,179871,9196527,1.96
New York,NY,2019-01-12,21667,2019-01-05,172779,9238028,1.87
New York,NY,2019-01-19,16585,2019-01-12,162688,9238028,1.76
New York,NY,2019-01-26,14615,2019-01-19,161589,9238028,1.75
New York,NY,2019-02-02,18295,2019-01-26,164866,9238028,1.78
New York,NY,2019-02-09,17414,2019-02-02,165703,9238028,1.79
New York,NY,2019-02-16,13619,2019-02-09,161687,9238028,1.75
New York,NY,2019-02-23,14038,2019-02-16,160513,9238028,1.74
New York,NY,2019-03-02,30291,2019-02-23,179076,9238028,1.94
New York,NY,2019-03-09,13794,2019-03-02,158729,9238028,1.72
New York,NY,2019-03-16,12915,2019-03-09,156976,9238028,1.7
New York,NY,2019-03-23,12684,2019-03-16,152162,9238028,1.65
New York,NY,2019-03-30,13009,2019-03-23,148017,9238028,1.6
New York,NY,2019-04-06,12603,2019-03-30,140011,9238028,1.52
New York,NY,2019-04-13,12131,2019-04-06,132624,9277188,1.43
New York,NY,2019-04-20,12048,2019-04-13,126256,9277188,1.36
New York,NY,2019-04-27,18580,2019-04-20,127605,9277188,1.38
New York,NY,2019-05-04,27945,2019-04-27,137475,9277188,1.48
New York,NY,2019-05-11,12551,2019-05-04,116125,9277188,1.25
New York,NY,2019-05-18,11874,2019-05-11,113042,9277188,1.22
New York,NY,2019-05-25,12749,2019-05-18,111749,9277188,1.2
New York,NY,2019-06-01,13151,2019-05-25,112515,9277188,1.21
New York,NY,2019-06-08,13991,2019-06-01,114145,9277188,1.23
New York,NY,2019-06-15,12287,2019-06-08,112845,9277188,1.22
New York,NY,2019-06-22,11783,2019-06-15,112721,9277188,1.22
New York,NY,2019-06-29,14376,2019-06-22,113999,9277188,1.23
New York,NY,2019-07-06,25279,2019-06-29,123808,9277188,1.33
New York,NY,2019-07-13,25416,2019-07-06,142051,9315134,1.52
New York,NY,2019-07-20,11845,2019-07-13,134096,9315134,1.44
New York,NY,2019-07-27,11660,2019-07-20,132473,9315134,1.42
New York,NY,2019-08-03,11545,2019-07-27,131904,9315134,1.42
New York,NY,2019-08-10,12153,2019-08-03,131332,9315134,1.41
New York,NY,2019-08-17,12088,2019-08-10,131210,9315134,1.41
New York,NY,2019-08-24,16540,2019-08-17,134289,9315134,1.44
New York,NY,2019-08-31,15116,2019-08-24,136816,9315134,1.47
New York,NY,2019-09-07,11569,2019-08-31,132355,9315134,1.42
New York,NY,2019-09-14,12617,2019-09-07,118808,9315134,1.28
New York,NY,2019-09-21,10840,2019-09-14,104676,9315134,1.12
New York,NY,2019-09-28,10893,2019-09-21,103396,9315134,1.11
New York,NY,2019-10-05,11894,2019-09-28,103069,9315134,1.11
New York,NY,2019-10-12,15041,2019-10-05,106343,9351620,1.14
New York,NY,2019-10-19,12110,2019-10-12,105927,9351620,1.13
New York,NY,2019-10-26,13085,2019-10-19,107489,9351620,1.15
New York,NY,2019-11-02,12996,2019-10-26,108769,9351620,1.16
New York,NY,2019-11-09,15717,2019-11-02,112245,9351620,1.2
New York,NY,2019-11-16,15999,2019-11-09,116355,9351620,1.24
New York,NY,2019-11-23,18992,2019-11-16,123920,9351620,1.33
New York,NY,2019-11-30,13521,2019-11-23,122801,9351620,1.31
New York,NY,2019-12-07,24396,2019-11-30,139319,9351620,1.49
New York,NY,2019-12-14,18108,2019-12-07,136601,9351620,1.46
New York,NY,2019-12-21,16062,2019-12-14,138720,9351620,1.48
New York,NY,2019-12-28,18384,2019-12-21,141563,9351620,1.51
New York,NY,2020-01-04,44846,2019-12-28,181668,9351620,1.94
New York,NY,2020-01-11,23314,2020-01-04,184283,9380736,1.96
New York,NY,2020-01-18,17823,2020-01-11,164588,9380736,1.75
New York,NY,2020-01-25,15022,2020-01-18,164044,9380736,1.75
New York,NY,2020-02-01,16545,2020-01-25,165715,9380736,1.77
New York,NY,2020-02-08,15010,2020-02-01,163393,9380736,1.74
New York,NY,2020-02-15,14333,2020-02-08,164111,9380736,1.75
New York,NY,2020-02-22,14144,2020-02-15,163220,9380736,1.74
New York,NY,2020-02-29,31208,2020-02-22,182691,9380736,1.95
New York,NY,2020-03-07,14035,2020-02-29,161892,9380736,1.73
New York,NY,2020-03-14,14272,2020-03-07,158268,9380736,1.69
New York,NY,2020-03-21,79999,2020-03-14,167214,9380736,1.78
New York,NY,2020-03-28,366595,2020-03-21,314710,9380736,3.35
Ohio,OH,2019-01-05,9984,2018-12-29,71682,5286309,1.36
Ohio,OH,2019-01-12,10168,2019-01-05,73321,5297266,1.38
Ohio,OH,2019-01-19,12361,2019-01-12,71428,5297266,1.35
Ohio,OH,2019-01-26,8838,2019-01-19,74304,5297266,1.4
Ohio,OH,2019-02-02,8443,2019-01-26,73045,5297266,1.38
Ohio,OH,2019-02-09,6584,2019-02-02,74406,5297266,1.4
Ohio,OH,2019-02-16,5843,2019-02-09,72360,5297266,1.37
Ohio,OH,2019-02-23,6181,2019-02-16,71003,5297266,1.34
Ohio,OH,2019-03-02,5427,2019-02-23,69933,5297266,1.32
Ohio,OH,2019-03-09,6569,2019-03-02,68260,5297266,1.29
Ohio,OH,2019-03-16,6449,2019-03-09,67386,5297266,1.27
Ohio,OH,2019-03-23,5981,2019-03-16,65235,5297266,1.23
Ohio,OH,2019-03-30,6197,2019-03-23,61777,5297266,1.17
Ohio,OH,2019-04-06,6011,2019-03-30,59590,5297266,1.12
Ohio,OH,2019-04-13,5235,2019-04-06,54941,5306159,1.04
Ohio,OH,2019-04-20,6076,2019-04-13,51094,5306159,0.96
Ohio,OH,2019-04-27,5659,2019-04-20,48356,5306159,0.91
Ohio,OH,2019-05-04,5518,2019-04-27,46329,5306159,0.87
Ohio,OH,2019-05-11,5773,2019-05-04,43492,5306159,0.82
Ohio,OH,2019-05-18,9941,2019-05-11,42912,5306159,0.81
Ohio,OH,2019-05-25,6668,2019-05-18,46293,5306159,0.87
Ohio,OH,2019-06-01,7161,2019-05-25,45360,5306159,0.85
Ohio,OH,2019-06-08,7063,2019-06-01,46748,5306159,0.88
Ohio,OH,2019-06-15,5698,2019-06-08,45074,5306159,0.85
Ohio,OH,2019-06-22,5980,2019-06-15,44625,5306159,0.84
Ohio,OH,2019-06-29,5970,2019-06-22,45429,5306159,0.86
Ohio,OH,2019-07-06,6295,2019-06-29,43946,5306159,0.83
Ohio,OH,2019-07-13,7503,2019-07-06,47650,5317167,0.9
Ohio,OH,2019-07-20,5655,2019-07-13,46889,5317167,0.88
Ohio,OH,2019-07-27,4949,2019-07-20,45295,5317167,0.85
Ohio,OH,2019-08-03,4921,2019-07-27,43790,5317167,0.82
Ohio,OH,2019-08-10,4814,2019-08-03,43548,5317167,0.82
Ohio,OH,2019-08-17,4659,2019-08-10,42250,5317167,0.79
Ohio,OH,2019-08-24,4933,2019-08-17,41047,5317167,0.77
Ohio,OH,2019-08-31,4715,2019-08-24,39315,5317167,0.74
Ohio,OH,2019-09-07,4428,2019-08-31,37747,5317167,0.71
Ohio,OH,2019-09-14,4566,2019-09-07,37349,5317167,0.7
Ohio,OH,2019-09-21,4887,2019-09-14,36878,5317167,0.69
Ohio,OH,2019-09-28,7048,2019-09-21,36395,5317167,0.68
Ohio,OH,2019-10-05,6159,2019-09-28,38600,5317167,0.73
Ohio,OH,2019-10-12,5904,2019-10-05,39426,5327431,0.74
Ohio,OH,2019-10-19,6262,2019-10-12,39564,5327431,0.74
Ohio,OH,2019-10-26,7368,2019-10-19,40720,5327431,0.76
Ohio,OH,2019-11-02,7314,2019-10-26,42883,5327431,0.8
Ohio,OH,2019-11-09,7811,2019-11-02,42402,5327431,0.8
Ohio,OH,2019-11-16,8739,2019-11-09,42777,5327431,0.8
Ohio,OH,2019-11-23,7868,2019-11-16,46012,5327431,0.86
Ohio,OH,2019-11-30,9372,2019-11-23,46844,5327431,0.88
Ohio,OH,2019-12-07,10388,2019-11-30,52807,5327431,0.99
Ohio,OH,2019-12-14,9999,2019-12-07,54811,5327431,1.03
Ohio,OH,2019-12-21,10634,2019-12-14,57405,5327431,1.08
Ohio,OH,2019-12-28,15943,2019-12-21,61801,5327431,1.16
Ohio,OH,2020-01-04,10759,2019-12-28,73287,5327431,1.38
Ohio,OH,2020-01-11,9957,2020-01-04,78391,5338723,1.47
Ohio,OH,2020-01-18,7865,2020-01-11,72855,5338723,1.36
Ohio,OH,2020-01-25,8086,2020-01-18,72002,5338723,1.35
Ohio,OH,2020-02-01,7329,2020-01-25,72622,5338723,1.36
Ohio,OH,2020-02-08,6825,2020-02-01,71442,5338723,1.34
Ohio,OH,2020-02-15,6532,2020-02-08,71214,5338723,1.33
Ohio,OH,2020-02-22,6208,2020-02-15,70924,5338723,1.33
Ohio,OH,2020-02-29,9916,2020-02-22,70655,5338723,1.32
Ohio,OH,2020-03-07,6545,2020-02-29,73123,5338723,1.37
Ohio,OH,2020-03-14,7046,2020-03-07,68516,5338723,1.28
Ohio,OH,2020-03-21,196309,2020-03-14,68323,5338723,1.28
Ohio,OH,2020-03-28,274288,2020-03-21,214273,5338723,4.01
Oklahoma,OK,2019-01-05,2630,2018-12-29,14109,1539605,0.92
Oklahoma,OK,2019-01-12,2579,2019-01-05,15339,1544089,0.99
Oklahoma,OK,2019-01-19,2449,2019-01-12,14559,1544089,0.94
Oklahoma,OK,2019-01-26,2258,2019-01-19,14668,1544089,0.95
Oklahoma,OK,2019-02-02,2010,2019-01-26,14496,1544089,0.94
Oklahoma,OK,2019-02-09,1958,2019-02-02,14393,1544089,0.93
Oklahoma,OK,2019-02-16,1746,2019-02-09,14380,1544089,0.93
Oklahoma,OK,2019-02-23,1901,2019-02-16,13797,1544089,0.89
Oklahoma,OK,2019-03-02,1776,2019-02-23,14064,1544089,0.91
Oklahoma,OK,2019-03-09,1623,2019-03-02,13858,1544089,0.9
Oklahoma,OK,2019-03-16,2669,2019-03-09,13527,1544089,0.88
Oklahoma,OK,2019-03-23,1572,2019-03-16,14217,1544089,0.92
Oklahoma,OK,2019-03-30,1706,2019-03-23,13558,1544089,0.88
Oklahoma,OK,2019-04-06,2024,2019-03-30,13647,1544089,0.88
Oklahoma,OK,2019-04-13,1824,2019-04-06,13448,1549332,0.87
Oklahoma,OK,2019-04-20,2037,2019-04-13,13531,1549332,0.87
Oklahoma,OK,2019-04-27,2010,2019-04-20,13576,1549332,0.88
Oklahoma,OK,2019-05-04,1992,2019-04-27,13792,1549332,0.89
Oklahoma,OK,2019-05-11,1729,2019-05-04,13560,1549332,0.88
Oklahoma,OK,2019-05-18,1730,2019-05-11,13508,1549332,0.87
Oklahoma,OK,2019-05-25,1722,2019-05-18,13191,1549332,0.85
Oklahoma,OK,2019-06-01,2144,2019-05-25,13404,1549332,0.87
Oklahoma,OK,2019-06-08,1933,2019-06-01,14199,1549332,0.92
Oklahoma,OK,2019-06-15,1820,2019-06-08,14550,1549332,0.94
Oklahoma,OK,2019-06-22,1691,2019-06-15,14364,1549332,0.93
Oklahoma,OK,2019-06-29,1821,2019-06-22,14544,1549332,0.94
Oklahoma,OK,2019-07-06,2011,2019-06-29,14638,1549332,0.94
Oklahoma,OK,2019-07-13,2000,2019-07-06,15233,1555668,0.98
Oklahoma,OK,2019-07-20,1838,2019-07-13,15232,1555668,0.98
Oklahoma,OK,2019-07-27,1507,2019-07-20,15072,1555668,0.97
Oklahoma,OK,2019-08-03,1558,2019-07-27,14900,1555668,0.96
Oklahoma,OK,2019-08-10,1611,2019-08-03,15188,1555668,0.98
Oklahoma,OK,2019-08-17,1599,2019-08-10,14707,1555668,0.95
Oklahoma,OK,2019-08-24,1624,2019-08-17,14468,1555668,0.93
Oklahoma,OK,2019-08-31,1424,2019-08-24,14283,1555668,0.92
Oklahoma,OK,2019-09-07,1452,2019-08-31,14211,1555668,0.91
Oklahoma,OK,2019-09-14,1519,2019-09-07,14351,1555668,0.92
Oklahoma,OK,2019-09-21,1660,2019-09-14,14395,1555668,0.93
Oklahoma,OK,2019-09-28,1623,2019-09-21,14386,1555668,0.92
Oklahoma,OK,2019-10-05,1692,2019-09-28,14545,1555668,0.93
Oklahoma,OK,2019-10-12,2674,2019-10-05,14579,1560077,0.93
Oklahoma,OK,2019-10-19,1622,2019-10-12,15535,1560077,1
Oklahoma,OK,2019-10-26,1674,2019-10-19,14912,1560077,0.96
Oklahoma,OK,2019-11-02,1750,2019-10-26,15061,1560077,0.97
Oklahoma,OK,2019-11-09,1840,2019-11-02,15187,1560077,0.97
Oklahoma,OK,2019-11-16,2800,2019-11-09,14943,1560077,0.96
Oklahoma,OK,2019-11-23,2111,2019-11-16,16394,1560077,1.05
Oklahoma,OK,2019-11-30,2922,2019-11-23,15576,1560077,1
Oklahoma,OK,2019-12-07,1971,2019-11-30,17751,1560077,1.14
Oklahoma,OK,2019-12-14,1955,2019-12-07,16289,1560077,1.04
Oklahoma,OK,2019-12-21,2124,2019-12-14,16444,1560077,1.05
Oklahoma,OK,2019-12-28,2158,2019-12-21,16735,1560077,1.07
Oklahoma,OK,2020-01-04,2943,2019-12-28,18080,1560077,1.16
Oklahoma,OK,2020-01-11,2034,2020-01-04,19387,1565634,1.24
Oklahoma,OK,2020-01-18,1981,2020-01-11,17467,1565634,1.12
Oklahoma,OK,2020-01-25,1830,2020-01-18,17291,1565634,1.1
Oklahoma,OK,2020-02-01,1779,2020-01-25,17451,1565634,1.11
Oklahoma,OK,2020-02-08,1715,2020-02-01,17757,1565634,1.13
Oklahoma,OK,2020-02-15,1633,2020-02-08,17513,1565634,1.12
Oklahoma,OK,2020-02-22,1509,2020-02-15,17269,1565634,1.1
Oklahoma,OK,2020-02-29,1458,2020-02-22,16929,1565634,1.08
Oklahoma,OK,2020-03-07,1569,2020-02-29,17067,1565634,1.09
Oklahoma,OK,2020-03-14,1836,2020-03-07,16482,1565634,1.05
Oklahoma,OK,2020-03-21,21926,2020-03-14,16854,1565634,1.08
Oklahoma,OK,2020-03-28,47744,2020-03-21,25268,1565634,1.61
Oregon,OR,2019-01-05,7250,2018-12-29,35424,1864210,1.9
Oregon,OR,2019-01-12,5945,2019-01-05,34952,1872890,1.87
Oregon,OR,2019-01-19,4708,2019-01-12,31577,1872890,1.69
Oregon,OR,2019-01-26,3596,2019-01-19,30888,1872890,1.65
Oregon,OR,2019-02-02,4577,2019-01-26,30858,1872890,1.65
Oregon,OR,2019-02-09,4928,2019-02-02,30760,1872890,1.64
Oregon,OR,2019-02-16,5111,2019-02-09,32285,1872890,1.72
Oregon,OR,2019-02-23,4287,2019-02-16,33045,1872890,1.76
Oregon,OR,2019-03-02,5863,2019-02-23,31812,1872890,1.7
Oregon,OR,2019-03-09,6732,2019-03-02,34823,1872890,1.86
Oregon,OR,2019-03-16,3706,2019-03-09,31989,1872890,1.71
Oregon,OR,2019-03-23,3855,2019-03-16,30185,1872890,1.61
Oregon,OR,2019-03-30,4166,2019-03-23,29086,1872890,1.55
Oregon,OR,2019-04-06,4468,2019-03-30,30036,1872890,1.6
Oregon,OR,2019-04-13,4352,2019-04-06,28636,1881622,1.52
Oregon,OR,2019-04-20,4021,2019-04-13,27923,1881622,1.48
Oregon,OR,2019-04-27,3275,2019-04-20,26846,1881622,1.43
Oregon,OR,2019-05-04,3038,2019-04-27,26247,1881622,1.39
Oregon,OR,2019-05-11,3333,2019-05-04,25361,1881622,1.35
Oregon,OR,2019-05-18,3258,2019-05-11,24726,1881622,1.31
Oregon,OR,2019-05-25,3651,2019-05-18,24560,1881622,1.31
Oregon,OR,2019-06-01,3491,2019-05-25,24221,1881622,1.29
Oregon,OR,2019-06-08,3548,2019-06-01,24735,1881622,1.31
Oregon,OR,2019-06-15,3504,2019-06-08,23910,1881622,1.27
Oregon,OR,2019-06-22,3933,2019-06-15,23953,1881622,1.27
Oregon,OR,2019-06-29,3771,2019-06-22,24701,1881622,1.31
Oregon,OR,2019-07-06,4915,2019-06-29,24516,1881622,1.3
Oregon,OR,2019-07-13,4972,2019-07-06,27638,1891012,1.46
Oregon,OR,2019-07-20,3436,2019-07-13,25882,1891012,1.37
Oregon,OR,2019-07-27,3148,2019-07-20,24995,1891012,1.32
Oregon,OR,2019-08-03,3262,2019-07-27,24565,1891012,1.3
Oregon,OR,2019-08-10,3358,2019-08-03,24468,1891012,1.29
Oregon,OR,2019-08-17,2972,2019-08-10,24455,1891012,1.29
Oregon,OR,2019-08-24,3264,2019-08-17,23851,1891012,1.26
Oregon,OR,2019-08-31,3191,2019-08-24,23491,1891012,1.24
Oregon,OR,2019-09-07,3182,2019-08-31,23047,1891012,1.22
Oregon,OR,2019-09-14,3867,2019-09-07,22429,1891012,1.19
Oregon,OR,2019-09-21,3637,2019-09-14,22522,1891012,1.19
Oregon,OR,2019-09-28,3286,2019-09-21,22449,1891012,1.19
Oregon,OR,2019-10-05,3492,2019-09-28,21865,1891012,1.16
Oregon,OR,2019-10-12,3555,2019-10-05,22325,1898680,1.18
Oregon,OR,2019-10-19,3973,2019-10-12,22485,1898680,1.18
Oregon,OR,2019-10-26,3691,2019-10-19,23131,1898680,1.22
Oregon,OR,2019-11-02,3456,2019-10-26,22931,1898680,1.21
Oregon,OR,2019-11-09,3888,2019-11-02,23337,1898680,1.23
Oregon,OR,2019-11-16,3942,2019-11-09,23707,1898680,1.25
Oregon,OR,2019-11-23,4994,2019-11-16,24448,1898680,1.29
Oregon,OR,2019-11-30,4283,2019-11-23,24783,1898680,1.31
Oregon,OR,2019-12-07,6576,2019-11-30,29632,1898680,1.56
Oregon,OR,2019-12-14,5519,2019-12-07,27169,1898680,1.43
Oregon,OR,2019-12-21,4892,2019-12-14,27734,1898680,1.46
Oregon,OR,2019-12-28,7231,2019-12-21,28122,1898680,1.48
Oregon,OR,2020-01-04,6714,2019-12-28,35451,1898680,1.87
Oregon,OR,2020-01-11,6215,2020-01-04,36039,1906429,1.89
Oregon,OR,2020-01-18,4051,2020-01-11,31604,1906429,1.66
Oregon,OR,2020-01-25,4457,2020-01-18,32306,1906429,1.69
Oregon,OR,2020-02-01,4853,2020-01-25,31876,1906429,1.67
Oregon,OR,2020-02-08,4953,2020-02-01,31658,1906429,1.66
Oregon,OR,2020-02-15,4284,2020-02-08,31167,1906429,1.63
Oregon,OR,2020-02-22,3514,2020-02-15,30548,1906429,1.6
Oregon,OR,2020-02-29,3936,2020-02-22,30165,1906429,1.58
Oregon,OR,2020-03-07,4154,2020-02-29,29517,1906429,1.55
Oregon,OR,2020-03-14,4269,2020-03-07,29002,1906429,1.52
Oregon,OR,2020-03-21,30054,2020-03-14,30523,1906429,1.6
Oregon,OR,2020-03-28,47498,2020-03-21,63930,1906429,3.35
Pennsylvania,PA,2019-01-05,27727,2018-12-29,128047,5720159,2.24
Puerto Rico,PR,2019-12-07,1328,2019-11-30,18031,848044,2.13
Pennsylvania,PA,2019-01-12,23772,2019-01-05,148930,5738104,2.6
Pennsylvania,PA,2019-01-19,15830,2019-01-12,132031,5738104,2.3
Pennsylvania,PA,2019-01-26,14644,2019-01-19,135772,5738104,2.37
Pennsylvania,PA,2019-02-02,19657,2019-01-26,132674,5738104,2.31
Pennsylvania,PA,2019-02-09,17574,2019-02-02,146591,5738104,2.55
Pennsylvania,PA,2019-02-16,13418,2019-02-09,135051,5738104,2.35
Pennsylvania,PA,2019-02-23,12923,2019-02-16,140874,5738104,2.46
Pennsylvania,PA,2019-03-02,14697,2019-02-23,133270,5738104,2.32
Pennsylvania,PA,2019-03-09,15320,2019-03-02,139286,5738104,2.43
Pennsylvania,PA,2019-03-16,13078,2019-03-09,130101,5738104,2.27
Pennsylvania,PA,2019-03-23,11897,2019-03-16,134753,5738104,2.35
Pennsylvania,PA,2019-03-30,10520,2019-03-23,117152,5738104,2.04
Pennsylvania,PA,2019-04-06,11127,2019-03-30,117131,5738104,2.04
Pennsylvania,PA,2019-04-13,11495,2019-04-06,100824,5754323,1.75
Pennsylvania,PA,2019-04-20,12458,2019-04-13,100301,5754323,1.74
Pennsylvania,PA,2019-04-27,11817,2019-04-20,93484,5754323,1.62
Pennsylvania,PA,2019-05-04,11977,2019-04-27,96270,5754323,1.67
Pennsylvania,PA,2019-05-11,10937,2019-05-04,89126,5754323,1.55
Pennsylvania,PA,2019-05-18,11929,2019-05-11,90932,5754323,1.58
Pennsylvania,PA,2019-05-25,9862,2019-05-18,88098,5754323,1.53
Pennsylvania,PA,2019-06-01,11990,2019-05-25,92256,5754323,1.6
Pennsylvania,PA,2019-06-08,17364,2019-06-01,89151,5754323,1.55
Pennsylvania,PA,2019-06-15,19548,2019-06-08,94129,5754323,1.64
Pennsylvania,PA,2019-06-22,18602,2019-06-15,98828,5754323,1.72
Pennsylvania,PA,2019-06-29,14483,2019-06-22,110978,5754323,1.93
Pennsylvania,PA,2019-07-06,13132,2019-06-29,109431,5754323,1.9
Pennsylvania,PA,2019-07-13,14876,2019-07-06,114361,5770779,1.98
Pennsylvania,PA,2019-07-20,11370,2019-07-13,114481,5770779,1.98
Pennsylvania,PA,2019-07-27,10023,2019-07-20,116054,5770779,2.01
Pennsylvania,PA,2019-08-03,10921,2019-07-27,111362,5770779,1.93
Pennsylvania,PA,2019-08-10,11332,2019-08-03,114251,5770779,1.98
Pennsylvania,PA,2019-08-17,11157,2019-08-10,111802,5770779,1.94
Pennsylvania,PA,2019-08-24,10944,2019-08-17,114115,5770779,1.98
Pennsylvania,PA,2019-08-31,11186,2019-08-24,107793,5770779,1.87
Pennsylvania,PA,2019-09-07,9834,2019-08-31,98936,5770779,1.71
Pennsylvania,PA,2019-09-14,10036,2019-09-07,91951,5770779,1.59
Pennsylvania,PA,2019-09-21,9521,2019-09-14,85657,5770779,1.48
Pennsylvania,PA,2019-09-28,10026,2019-09-21,85055,5770779,1.47
Pennsylvania,PA,2019-10-05,10561,2019-09-28,83132,5770779,1.44
Pennsylvania,PA,2019-10-12,11157,2019-10-05,83549,5787653,1.44
Pennsylvania,PA,2019-10-19,10922,2019-10-12,82898,5787653,1.43
Pennsylvania,PA,2019-10-26,11488,2019-10-19,85820,5787653,1.48
Pennsylvania,PA,2019-11-02,12518,2019-10-26,85605,5787653,1.48
Pennsylvania,PA,2019-11-09,14435,2019-11-02,88366,5787653,1.53
Pennsylvania,PA,2019-11-16,12342,2019-11-09,88124,5787653,1.52
Pennsylvania,PA,2019-11-23,17406,2019-11-16,93846,5787653,1.62
Pennsylvania,PA,2019-11-30,17339,2019-11-23,95980,5787653,1.66
Pennsylvania,PA,2019-12-07,25417,2019-11-30,103764,5787653,1.79
Pennsylvania,PA,2019-12-14,20691,2019-12-07,118237,5787653,2.04
Pennsylvania,PA,2019-12-21,19967,2019-12-14,119212,5787653,2.06
Pennsylvania,PA,2019-12-28,26152,2019-12-21,117263,5787653,2.03
Pennsylvania,PA,2020-01-04,27298,2019-12-28,135411,5787653,2.34
Pennsylvania,PA,2020-01-11,26356,2020-01-04,163882,5800562,2.83
Pennsylvania,PA,2020-01-18,16218,2020-01-11,142326,5800562,2.45
Pennsylvania,PA,2020-01-25,13359,2020-01-18,140027,5800562,2.41
Pennsylvania,PA,2020-02-01,15893,2020-01-25,135951,5800562,2.34
Pennsylvania,PA,2020-02-08,14425,2020-02-01,142004,5800562,2.45
Pennsylvania,PA,2020-02-15,13583,2020-02-08,136149,5800562,2.35
Pennsylvania,PA,2020-02-22,12631,2020-02-15,142306,5800562,2.45
Pennsylvania,PA,2020-02-29,12045,2020-02-22,135095,5800562,2.33
Pennsylvania,PA,2020-03-07,12227,2020-02-29,136931,5800562,2.36
Pennsylvania,PA,2020-03-14,15439,2020-03-07,128842,5800562,2.22
Pennsylvania,PA,2020-03-21,377451,2020-03-14,128029,5800562,2.21
Pennsylvania,PA,2020-03-28,404677,2020-03-21,135708,5800562,2.34
Puerto Rico,PR,2019-01-05,781,2018-12-29,15484,846539,1.83
Puerto Rico,PR,2019-01-12,1949,2019-01-05,16674,840704,1.98
Puerto Rico,PR,2019-01-19,1591,2019-01-12,16630,840704,1.98
Puerto Rico,PR,2019-01-26,1173,2019-01-19,16249,840704,1.93
Puerto Rico,PR,2019-02-02,1188,2019-01-26,15914,840704,1.89
Puerto Rico,PR,2019-02-09,1584,2019-02-02,15546,840704,1.85
Puerto Rico,PR,2019-02-16,1084,2019-02-09,15936,840704,1.9
Puerto Rico,PR,2019-02-23,1172,2019-02-16,15457,840704,1.84
Puerto Rico,PR,2019-03-02,1159,2019-02-23,16453,840704,1.96
Puerto Rico,PR,2019-03-09,1120,2019-03-02,15778,840704,1.88
Puerto Rico,PR,2019-03-16,1175,2019-03-09,15808,840704,1.88
Puerto Rico,PR,2019-03-23,1002,2019-03-16,15353,840704,1.83
Puerto Rico,PR,2019-03-30,1148,2019-03-23,15503,840704,1.84
Puerto Rico,PR,2019-04-06,1163,2019-03-30,15524,840704,1.85
Puerto Rico,PR,2019-04-13,1430,2019-04-06,14997,838379,1.79
Puerto Rico,PR,2019-04-20,1044,2019-04-13,13900,838379,1.66
Puerto Rico,PR,2019-04-27,1337,2019-04-20,15003,838379,1.79
Puerto Rico,PR,2019-05-04,1264,2019-04-27,14384,838379,1.72
Puerto Rico,PR,2019-05-11,1136,2019-05-04,13818,838379,1.65
Puerto Rico,PR,2019-05-18,1113,2019-05-11,13146,838379,1.57
Puerto Rico,PR,2019-05-25,1405,2019-05-18,14108,838379,1.68
