state,state abbr,File week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Utah,UT,2020-03-07,1015,2020-02-29,11077,1459679,0.76
Utah,UT,2020-03-14,1305,2020-03-07,10701,1459679,0.73
Utah,UT,2020-03-21,19690,2020-03-14,10826,1459679,0.74
Utah,UT,2020-03-28,28532,2020-03-21,24635,1459679,1.69
Vermont,VT,2019-01-05,699,2018-12-29,5755,302514,1.9
Vermont,VT,2019-01-12,674,2019-01-05,5718,302240,1.89
Vermont,VT,2019-01-19,576,2019-01-12,5485,302240,1.81
Vermont,VT,2019-01-26,528,2019-01-19,5307,302240,1.76
Vermont,VT,2019-02-02,692,2019-01-26,5415,302240,1.79
Vermont,VT,2019-02-09,500,2019-02-02,5353,302240,1.77
Vermont,VT,2019-02-16,479,2019-02-09,5384,302240,1.78
Vermont,VT,2019-02-23,656,2019-02-16,5183,302240,1.71
Vermont,VT,2019-03-02,845,2019-02-23,5351,302240,1.77
Vermont,VT,2019-03-09,430,2019-03-02,5445,302240,1.8
Vermont,VT,2019-03-16,641,2019-03-09,5219,302240,1.73
Vermont,VT,2019-03-23,499,2019-03-16,5147,302240,1.7
Vermont,VT,2019-03-30,397,2019-03-23,4841,302240,1.6
Vermont,VT,2019-04-06,519,2019-03-30,4675,302240,1.55
Vermont,VT,2019-04-13,698,2019-04-06,4381,302624,1.45
Vermont,VT,2019-04-20,944,2019-04-13,4399,302624,1.45
Vermont,VT,2019-04-27,663,2019-04-20,4431,302624,1.46
Vermont,VT,2019-05-04,380,2019-04-27,3875,302624,1.28
Vermont,VT,2019-05-11,434,2019-05-04,3289,302624,1.09
Vermont,VT,2019-05-18,528,2019-05-11,3179,302624,1.05
Vermont,VT,2019-05-25,430,2019-05-18,3203,302624,1.06
Vermont,VT,2019-06-01,405,2019-05-25,3000,302624,0.99
Vermont,VT,2019-06-08,312,2019-06-01,3101,302624,1.02
Vermont,VT,2019-06-15,335,2019-06-08,2789,302624,0.92
Vermont,VT,2019-06-22,837,2019-06-15,2798,302624,0.92
Vermont,VT,2019-06-29,603,2019-06-22,3092,302624,1.02
Vermont,VT,2019-07-06,538,2019-06-29,3210,302624,1.06
Vermont,VT,2019-07-13,384,2019-07-06,3484,302699,1.15
Vermont,VT,2019-07-20,262,2019-07-13,3217,302699,1.06
Vermont,VT,2019-07-27,289,2019-07-20,3157,302699,1.04
Vermont,VT,2019-08-03,296,2019-07-27,3115,302699,1.03
Vermont,VT,2019-08-10,289,2019-08-03,3081,302699,1.02
Vermont,VT,2019-08-17,321,2019-08-10,2808,302699,0.93
Vermont,VT,2019-08-24,262,2019-08-17,2986,302699,0.99
Vermont,VT,2019-08-31,205,2019-08-24,2563,302699,0.85
Vermont,VT,2019-09-07,271,2019-08-31,1930,302699,0.64
Vermont,VT,2019-09-14,240,2019-09-07,1904,302699,0.63
Vermont,VT,2019-09-21,236,2019-09-14,1799,302699,0.59
Vermont,VT,2019-09-28,249,2019-09-21,1820,302699,0.6
Vermont,VT,2019-10-05,279,2019-09-28,1836,302699,0.61
Vermont,VT,2019-10-12,308,2019-10-05,1830,303175,0.6
Vermont,VT,2019-10-19,392,2019-10-12,1830,303175,0.6
Vermont,VT,2019-10-26,369,2019-10-19,1975,303175,0.65
Vermont,VT,2019-11-02,663,2019-10-26,2044,303175,0.67
Vermont,VT,2019-11-09,636,2019-11-02,2372,303175,0.78
Vermont,VT,2019-11-16,693,2019-11-09,2707,303175,0.89
Vermont,VT,2019-11-23,621,2019-11-16,3092,303175,1.02
Vermont,VT,2019-11-30,1124,2019-11-23,2976,303175,0.98
Vermont,VT,2019-12-07,977,2019-11-30,3951,303175,1.3
Vermont,VT,2019-12-14,539,2019-12-07,3569,303175,1.18
Vermont,VT,2019-12-21,895,2019-12-14,3491,303175,1.15
Vermont,VT,2019-12-28,1647,2019-12-21,3937,303175,1.3
Vermont,VT,2020-01-04,680,2019-12-28,5417,303175,1.79
Vermont,VT,2020-01-11,649,2020-01-04,5609,303508,1.85
Vermont,VT,2020-01-18,755,2020-01-11,4961,303508,1.63
Vermont,VT,2020-01-25,518,2020-01-18,4986,303508,1.64
Vermont,VT,2020-02-01,481,2020-01-25,5006,303508,1.65
Vermont,VT,2020-02-08,475,2020-02-01,4824,303508,1.59
Vermont,VT,2020-02-15,543,2020-02-08,4931,303508,1.62
Vermont,VT,2020-02-22,610,2020-02-15,4872,303508,1.61
Vermont,VT,2020-02-29,863,2020-02-22,5039,303508,1.66
Vermont,VT,2020-03-07,446,2020-02-29,5219,303508,1.72
Vermont,VT,2020-03-14,659,2020-03-07,4896,303508,1.61
Vermont,VT,2020-03-21,3784,2020-03-14,4810,303508,1.58
Vermont,VT,2020-03-28,14633,2020-03-21,13797,303508,4.55
Virgin Islands,VI,2019-01-05,15,2018-12-29,506,34873,1.45
Virgin Islands,VI,2019-01-12,25,2019-01-05,506,33503,1.51
Virgin Islands,VI,2019-01-19,33,2019-01-12,624,33503,1.86
Virgin Islands,VI,2019-01-26,32,2019-01-19,448,33503,1.34
Virgin Islands,VI,2019-02-02,21,2019-01-26,642,33503,1.92
Virgin Islands,VI,2019-02-09,25,2019-02-02,586,33503,1.75
Virgin Islands,VI,2019-02-16,24,2019-02-09,630,33503,1.88
Virgin Islands,VI,2019-02-23,16,2019-02-16,508,33503,1.52
Virgin Islands,VI,2019-03-02,25,2019-02-23,652,33503,1.95
Virgin Islands,VI,2019-03-09,23,2019-03-02,440,33503,1.31
Virgin Islands,VI,2019-03-16,20,2019-03-09,546,33503,1.63
Virgin Islands,VI,2019-03-23,24,2019-03-16,426,33503,1.27
Virgin Islands,VI,2019-03-30,25,2019-03-23,596,33503,1.78
Virgin Islands,VI,2019-04-06,37,2019-03-30,364,33503,1.09
Virgin Islands,VI,2019-04-13,12,2019-04-06,536,32447,1.65
Virgin Islands,VI,2019-04-20,12,2019-04-13,118,32446,0.36
Virgin Islands,VI,2019-04-27,35,2019-04-20,678,32446,2.09
Virgin Islands,VI,2019-05-04,27,2019-04-27,270,32446,0.83
Virgin Islands,VI,2019-05-11,35,2019-05-04,400,32446,1.23
Virgin Islands,VI,2019-05-18,31,2019-05-11,368,32446,1.13
Virgin Islands,VI,2019-05-25,25,2019-05-18,472,32446,1.45
Virgin Islands,VI,2019-06-01,24,2019-05-25,330,32446,1.02
Virgin Islands,VI,2019-06-08,25,2019-06-01,376,32446,1.16
Virgin Islands,VI,2019-06-15,29,2019-06-08,408,32446,1.26
Virgin Islands,VI,2019-06-22,32,2019-06-15,410,32446,1.26
Virgin Islands,VI,2019-06-29,29,2019-06-22,376,32446,1.16
Virgin Islands,VI,2019-07-06,21,2019-06-29,348,32446,1.07
Virgin Islands,VI,2019-07-13,43,2019-07-06,464,32552,1.43
Virgin Islands,VI,2019-07-20,28,2019-07-13,426,32552,1.31
Virgin Islands,VI,2019-07-27,36,2019-07-20,496,32552,1.52
Virgin Islands,VI,2019-08-03,30,2019-07-27,386,32552,1.19
Virgin Islands,VI,2019-08-10,39,2019-08-03,456,32552,1.4
Virgin Islands,VI,2019-08-17,33,2019-08-10,474,32552,1.46
Virgin Islands,VI,2019-08-24,46,2019-08-17,428,32552,1.31
Virgin Islands,VI,2019-08-31,39,2019-08-24,452,32552,1.39
Virgin Islands,VI,2019-09-07,29,2019-08-31,458,32552,1.41
Virgin Islands,VI,2019-09-14,48,2019-09-07,450,32552,1.38
Virgin Islands,VI,2019-09-21,34,2019-09-14,472,32552,1.45
Virgin Islands,VI,2019-09-28,21,2019-09-21,474,32552,1.46
Virgin Islands,VI,2019-10-05,52,2019-09-28,486,32552,1.49
Virgin Islands,VI,2019-10-12,29,2019-10-05,436,33306,1.31
Virgin Islands,VI,2019-10-19,30,2019-10-12,492,33306,1.48
Virgin Islands,VI,2019-10-26,39,2019-10-19,482,33306,1.45
Virgin Islands,VI,2019-11-02,35,2019-10-26,458,33306,1.38
Virgin Islands,VI,2019-11-09,30,2019-11-02,520,33306,1.56
Virgin Islands,VI,2019-11-16,36,2019-11-09,434,33306,1.3
Virgin Islands,VI,2019-11-23,40,2019-11-16,474,33306,1.42
Virgin Islands,VI,2019-11-30,22,2019-11-23,362,33306,1.09
Virgin Islands,VI,2019-12-07,12,2019-11-30,238,33306,0.71
Virgin Islands,VI,2019-12-14,29,2019-12-07,128,33306,0.38
Virgin Islands,VI,2019-12-21,53,2019-12-14,678,33306,2.04
Virgin Islands,VI,2019-12-28,17,2019-12-21,226,33306,0.68
Virgin Islands,VI,2020-01-04,10,2019-12-28,468,33306,1.41
Virgin Islands,VI,2020-01-11,24,2020-01-04,534,34238,1.56
Virgin Islands,VI,2020-01-18,40,2020-01-11,562,34238,1.64
Virgin Islands,VI,2020-01-25,44,2020-01-18,552,34238,1.61
Virgin Islands,VI,2020-02-01,35,2020-01-25,516,34238,1.51
Virgin Islands,VI,2020-02-08,45,2020-02-01,522,34238,1.52
Virgin Islands,VI,2020-02-15,40,2020-02-08,508,34238,1.48
Virgin Islands,VI,2020-02-22,55,2020-02-15,508,34238,1.48
Virgin Islands,VI,2020-02-29,37,2020-02-22,562,34238,1.64
Virgin Islands,VI,2020-03-07,64,2020-02-29,586,34238,1.71
Virgin Islands,VI,2020-03-14,44,2020-03-07,592,34238,1.73
Virgin Islands,VI,2020-03-21,123,2020-03-14,584,34238,1.71
Virgin Islands,VI,2020-03-28,250,2020-03-21,512,34238,1.5
Virginia,VA,2019-01-05,3229,2018-12-29,22824,3670247,0.62
Virginia,VA,2019-01-12,4780,2019-01-05,24191,3685768,0.66
Virginia,VA,2019-01-19,3468,2019-01-12,23631,3685768,0.64
Virginia,VA,2019-01-26,3513,2019-01-19,23781,3685768,0.65
Virginia,VA,2019-02-02,2896,2019-01-26,24110,3685768,0.65
Virginia,VA,2019-02-09,2686,2019-02-02,23700,3685768,0.64
Virginia,VA,2019-02-16,2308,2019-02-09,23511,3685768,0.64
Virginia,VA,2019-02-23,2240,2019-02-16,22881,3685768,0.62
Virginia,VA,2019-03-02,2140,2019-02-23,22742,3685768,0.62
Virginia,VA,2019-03-09,2445,2019-03-02,22508,3685768,0.61
Virginia,VA,2019-03-16,2210,2019-03-09,21927,3685768,0.59
Virginia,VA,2019-03-23,2141,2019-03-16,21525,3685768,0.58
Virginia,VA,2019-03-30,2074,2019-03-23,20645,3685768,0.56
Virginia,VA,2019-04-06,2155,2019-03-30,19890,3685768,0.54
Virginia,VA,2019-04-13,2260,2019-04-06,19164,3700081,0.52
Virginia,VA,2019-04-20,2231,2019-04-13,18449,3700081,0.5
Virginia,VA,2019-04-27,2062,2019-04-20,18608,3700081,0.5
Virginia,VA,2019-05-04,2341,2019-04-27,18478,3700081,0.5
Virginia,VA,2019-05-11,2481,2019-05-04,17804,3700081,0.48
Virginia,VA,2019-05-18,2644,2019-05-11,18177,3700081,0.49
Virginia,VA,2019-05-25,2568,2019-05-18,18363,3700081,0.5
Virginia,VA,2019-06-01,2388,2019-05-25,18453,3700081,0.5
Virginia,VA,2019-06-08,2821,2019-06-01,19079,3700081,0.52
Virginia,VA,2019-06-15,2591,2019-06-08,19463,3700081,0.53
Virginia,VA,2019-06-22,2450,2019-06-15,19669,3700081,0.53
Virginia,VA,2019-06-29,2415,2019-06-22,19797,3700081,0.54
Virginia,VA,2019-07-06,2487,2019-06-29,18970,3700081,0.51
Virginia,VA,2019-07-13,3183,2019-07-06,20754,3711855,0.56
Virginia,VA,2019-07-20,2453,2019-07-13,20075,3711855,0.54
Virginia,VA,2019-07-27,2185,2019-07-20,20197,3711855,0.54
Virginia,VA,2019-08-03,2517,2019-07-27,19788,3711855,0.53
Virginia,VA,2019-08-10,2382,2019-08-03,19985,3711855,0.54
Virginia,VA,2019-08-17,2237,2019-08-10,19800,3711855,0.53
Virginia,VA,2019-08-24,2054,2019-08-17,19257,3711855,0.52
Virginia,VA,2019-08-31,2217,2019-08-24,18264,3711855,0.49
Virginia,VA,2019-09-07,2144,2019-08-31,17416,3711855,0.47
Virginia,VA,2019-09-14,2236,2019-09-07,17843,3711855,0.48
Virginia,VA,2019-09-21,2158,2019-09-14,17251,3711855,0.46
Virginia,VA,2019-09-28,2129,2019-09-21,17140,3711855,0.46
Virginia,VA,2019-10-05,2340,2019-09-28,16840,3711855,0.45
Virginia,VA,2019-10-12,2455,2019-10-05,16866,3722198,0.45
Virginia,VA,2019-10-19,2202,2019-10-12,16768,3722198,0.45
Virginia,VA,2019-10-26,3871,2019-10-19,16889,3722198,0.45
Virginia,VA,2019-11-02,2354,2019-10-26,17285,3722198,0.46
Virginia,VA,2019-11-09,2671,2019-11-02,18200,3722198,0.49
Virginia,VA,2019-11-16,2327,2019-11-09,17600,3722198,0.47
Virginia,VA,2019-11-23,2542,2019-11-16,17541,3722198,0.47
Virginia,VA,2019-11-30,1952,2019-11-23,16997,3722198,0.46
Virginia,VA,2019-12-07,4284,2019-11-30,19076,3722198,0.51
Virginia,VA,2019-12-14,3127,2019-12-07,19228,3722198,0.52
Virginia,VA,2019-12-21,3608,2019-12-14,19437,3722198,0.52
Virginia,VA,2019-12-28,3305,2019-12-21,19097,3722198,0.51
Virginia,VA,2020-01-04,3188,2019-12-28,22171,3722198,0.6
Virginia,VA,2020-01-11,3643,2020-01-04,23577,3731069,0.63
Virginia,VA,2020-01-18,2831,2020-01-11,22218,3731069,0.6
Virginia,VA,2020-01-25,3059,2020-01-18,21661,3731069,0.58
Virginia,VA,2020-02-01,2575,2020-01-25,22263,3731069,0.6
Virginia,VA,2020-02-08,3097,2020-02-01,22049,3731069,0.59
Virginia,VA,2020-02-15,2693,2020-02-08,22481,3731069,0.6
Virginia,VA,2020-02-22,2079,2020-02-15,22493,3731069,0.6
Virginia,VA,2020-02-29,3267,2020-02-22,22203,3731069,0.6
Virginia,VA,2020-03-07,2527,2020-02-29,22714,3731069,0.61
Virginia,VA,2020-03-14,2706,2020-03-07,21336,3731069,0.57
Virginia,VA,2020-03-21,46277,2020-03-14,21628,3731069,0.58
Virginia,VA,2020-03-28,112497,2020-03-21,41827,3731069,1.12
Washington,WA,2019-01-05,9956,2018-12-29,67109,3250258,2.06
Washington,WA,2019-01-12,9142,2019-01-05,67157,3270406,2.05
Washington,WA,2019-01-19,7031,2019-01-12,64279,3270406,1.97
Washington,WA,2019-01-26,6485,2019-01-19,63194,3270406,1.93
Washington,WA,2019-02-02,6622,2019-01-26,61958,3270406,1.89
Washington,WA,2019-02-09,11176,2019-02-02,61358,3270406,1.88
Washington,WA,2019-02-16,12451,2019-02-09,68046,3270406,2.08
Washington,WA,2019-02-23,7360,2019-02-16,73334,3270406,2.24
Washington,WA,2019-03-02,6175,2019-02-23,67348,3270406,2.06
Washington,WA,2019-03-09,7071,2019-03-02,64600,3270406,1.98
Washington,WA,2019-03-16,5787,2019-03-09,62889,3270406,1.92
Washington,WA,2019-03-23,5405,2019-03-16,59676,3270406,1.82
Washington,WA,2019-03-30,5470,2019-03-23,56335,3270406,1.72
Washington,WA,2019-04-06,6299,2019-03-30,53624,3270406,1.64
Washington,WA,2019-04-13,6939,2019-04-06,52581,3288861,1.6
Washington,WA,2019-04-20,5748,2019-04-13,51556,3288861,1.57
Washington,WA,2019-04-27,5335,2019-04-20,49451,3288861,1.5
Washington,WA,2019-05-04,5266,2019-04-27,47600,3288861,1.45
Washington,WA,2019-05-11,5123,2019-05-04,46218,3288861,1.41
Washington,WA,2019-05-18,5513,2019-05-11,45093,3288861,1.37
Washington,WA,2019-05-25,5499,2019-05-18,45044,3288861,1.37
Washington,WA,2019-06-01,4908,2019-05-25,44252,3288861,1.35
Washington,WA,2019-06-08,5426,2019-06-01,43910,3288861,1.34
Washington,WA,2019-06-15,4886,2019-06-08,42773,3288861,1.3
Washington,WA,2019-06-22,5408,2019-06-15,41773,3288861,1.27
Washington,WA,2019-06-29,5626,2019-06-22,41972,3288861,1.28
Washington,WA,2019-07-06,5547,2019-06-29,41599,3288861,1.26
Washington,WA,2019-07-13,6312,2019-07-06,44130,3305734,1.33
Washington,WA,2019-07-20,4671,2019-07-13,43338,3305734,1.31
Washington,WA,2019-07-27,4656,2019-07-20,42764,3305734,1.29
Washington,WA,2019-08-03,5632,2019-07-27,42965,3305734,1.3
Washington,WA,2019-08-10,5490,2019-08-03,43284,3305734,1.31
Washington,WA,2019-08-17,5032,2019-08-10,43539,3305734,1.32
Washington,WA,2019-08-24,4780,2019-08-17,43229,3305734,1.31
Washington,WA,2019-08-31,4944,2019-08-24,42522,3305734,1.29
Washington,WA,2019-09-07,5060,2019-08-31,40665,3305734,1.23
Washington,WA,2019-09-14,5428,2019-09-07,40889,3305734,1.24
Washington,WA,2019-09-21,5319,2019-09-14,40830,3305734,1.24
Washington,WA,2019-09-28,5306,2019-09-21,40741,3305734,1.23
Washington,WA,2019-10-05,6096,2019-09-28,40842,3305734,1.24
Washington,WA,2019-10-12,6400,2019-10-05,41027,3317884,1.24
Washington,WA,2019-10-19,6254,2019-10-12,42101,3317884,1.27
Washington,WA,2019-10-26,6375,2019-10-19,43371,3317884,1.31
Washington,WA,2019-11-02,6953,2019-10-26,44478,3317884,1.34
Washington,WA,2019-11-09,7832,2019-11-02,46326,3317884,1.4
Washington,WA,2019-11-16,7619,2019-11-09,48374,3317884,1.46
Washington,WA,2019-11-23,8393,2019-11-16,51224,3317884,1.54
Washington,WA,2019-11-30,7896,2019-11-23,52829,3317884,1.59
Washington,WA,2019-12-07,10123,2019-11-30,59916,3317884,1.81
Washington,WA,2019-12-14,7359,2019-12-07,59316,3317884,1.79
Washington,WA,2019-12-21,8896,2019-12-14,60383,3317884,1.82
Washington,WA,2019-12-28,10106,2019-12-21,61333,3317884,1.85
Washington,WA,2020-01-04,10024,2019-12-28,70363,3317884,2.12
Washington,WA,2020-01-11,9069,2020-01-04,70214,3333838,2.11
Washington,WA,2020-01-18,9079,2020-01-11,65903,3333838,1.98
Washington,WA,2020-01-25,8072,2020-01-18,67705,3333838,2.03
Washington,WA,2020-02-01,6619,2020-01-25,65260,3333838,1.96
Washington,WA,2020-02-08,7161,2020-02-01,64144,3333838,1.92
Washington,WA,2020-02-15,6311,2020-02-08,61819,3333838,1.85
Washington,WA,2020-02-22,5585,2020-02-15,59819,3333838,1.79
Washington,WA,2020-02-29,5770,2020-02-22,58586,3333838,1.76
Washington,WA,2020-03-07,6616,2020-02-29,56513,3333838,1.7
Washington,WA,2020-03-14,14240,2020-03-07,55588,3333838,1.67
Washington,WA,2020-03-21,129909,2020-03-14,62623,3333838,1.88
Washington,WA,2020-03-28,182849,2020-03-21,158025,3333838,4.74
West Virginia,WV,2019-01-05,1401,2018-12-29,12347,661070,1.87
West Virginia,WV,2019-01-12,2777,2019-01-05,14088,663426,2.12
West Virginia,WV,2019-01-19,1859,2019-01-12,14028,663426,2.11
West Virginia,WV,2019-01-26,1427,2019-01-19,13782,663426,2.08
West Virginia,WV,2019-02-02,1432,2019-01-26,14757,663426,2.22
West Virginia,WV,2019-02-09,1303,2019-02-02,14999,663426,2.26
West Virginia,WV,2019-02-16,1095,2019-02-09,14366,663426,2.17
West Virginia,WV,2019-02-23,971,2019-02-16,14348,663426,2.16
West Virginia,WV,2019-03-02,904,2019-02-23,14270,663426,2.15
West Virginia,WV,2019-03-09,871,2019-03-02,13428,663426,2.02
West Virginia,WV,2019-03-16,840,2019-03-09,13532,663426,2.04
West Virginia,WV,2019-03-23,740,2019-03-16,12568,663426,1.89
West Virginia,WV,2019-03-30,647,2019-03-23,11545,663426,1.74
West Virginia,WV,2019-04-06,678,2019-03-30,10966,663426,1.65
West Virginia,WV,2019-04-13,958,2019-04-06,10007,666414,1.5
West Virginia,WV,2019-04-20,801,2019-04-13,9800,666414,1.47
West Virginia,WV,2019-04-27,932,2019-04-20,9687,666414,1.45
West Virginia,WV,2019-05-04,881,2019-04-27,9567,666414,1.44
West Virginia,WV,2019-05-11,747,2019-05-04,8920,666414,1.34
West Virginia,WV,2019-05-18,790,2019-05-11,8666,666414,1.3
West Virginia,WV,2019-05-25,835,2019-05-18,8671,666414,1.3
West Virginia,WV,2019-06-01,864,2019-05-25,8877,666414,1.33
West Virginia,WV,2019-06-08,881,2019-06-01,8588,666414,1.29
West Virginia,WV,2019-06-15,935,2019-06-08,8866,666414,1.33
West Virginia,WV,2019-06-22,880,2019-06-15,8652,666414,1.3
West Virginia,WV,2019-06-29,793,2019-06-22,8904,666414,1.34
West Virginia,WV,2019-07-06,616,2019-06-29,8463,666414,1.27
West Virginia,WV,2019-07-13,1261,2019-07-06,9381,669336,1.4
West Virginia,WV,2019-07-20,905,2019-07-13,9269,669336,1.38
West Virginia,WV,2019-07-27,893,2019-07-20,8989,669336,1.34
West Virginia,WV,2019-08-03,766,2019-07-27,8649,669336,1.29
West Virginia,WV,2019-08-10,794,2019-08-03,8416,669336,1.26
West Virginia,WV,2019-08-17,802,2019-08-10,8211,669336,1.23
West Virginia,WV,2019-08-24,841,2019-08-17,7974,669336,1.19
West Virginia,WV,2019-08-31,816,2019-08-24,7670,669336,1.15
West Virginia,WV,2019-09-07,919,2019-08-31,7644,669336,1.14
West Virginia,WV,2019-09-14,927,2019-09-07,7838,669336,1.17
West Virginia,WV,2019-09-21,865,2019-09-14,7823,669336,1.17
West Virginia,WV,2019-09-28,901,2019-09-21,7985,669336,1.19
West Virginia,WV,2019-10-05,1222,2019-09-28,8319,669336,1.24
West Virginia,WV,2019-10-12,1482,2019-10-05,8486,670192,1.27
West Virginia,WV,2019-10-19,1137,2019-10-12,8899,670192,1.33
West Virginia,WV,2019-10-26,1343,2019-10-19,9318,670192,1.39
West Virginia,WV,2019-11-02,1364,2019-10-26,9761,670192,1.46
West Virginia,WV,2019-11-09,1360,2019-11-02,10125,670192,1.51
West Virginia,WV,2019-11-16,1354,2019-11-09,10804,670192,1.61
West Virginia,WV,2019-11-23,1429,2019-11-16,11400,670192,1.7
West Virginia,WV,2019-11-30,992,2019-11-23,11262,670192,1.68
West Virginia,WV,2019-12-07,2110,2019-11-30,14014,670192,2.09
West Virginia,WV,2019-12-14,2507,2019-12-07,14518,670192,2.17
West Virginia,WV,2019-12-21,1759,2019-12-14,14267,670192,2.13
West Virginia,WV,2019-12-28,1261,2019-12-21,14003,670192,2.09
West Virginia,WV,2020-01-04,1564,2019-12-28,15887,670192,2.37
West Virginia,WV,2020-01-11,2638,2020-01-04,18026,670051,2.69
West Virginia,WV,2020-01-18,1895,2020-01-11,17681,670051,2.64
West Virginia,WV,2020-01-25,1290,2020-01-18,16745,670051,2.5
West Virginia,WV,2020-02-01,1364,2020-01-25,16905,670051,2.52
West Virginia,WV,2020-02-08,1206,2020-02-01,16588,670051,2.48
West Virginia,WV,2020-02-15,1172,2020-02-08,16856,670051,2.52
West Virginia,WV,2020-02-22,1207,2020-02-15,17355,670051,2.59
West Virginia,WV,2020-02-29,1108,2020-02-22,16797,670051,2.51
West Virginia,WV,2020-03-07,1033,2020-02-29,16110,670051,2.4
West Virginia,WV,2020-03-14,865,2020-03-07,15394,670051,2.3
West Virginia,WV,2020-03-21,3536,2020-03-14,14154,670051,2.11
West Virginia,WV,2020-03-28,14523,2020-03-21,21145,670051,3.16
Wisconsin,WI,2019-01-05,11915,2018-12-29,48982,2827121,1.73
Wisconsin,WI,2019-01-12,7989,2019-01-05,50273,2833042,1.77
Wisconsin,WI,2019-01-19,6332,2019-01-12,45888,2833042,1.62
Wisconsin,WI,2019-01-26,6902,2019-01-19,44587,2833042,1.57
Wisconsin,WI,2019-02-02,11372,2019-01-26,48011,2833042,1.69
Wisconsin,WI,2019-02-09,10180,2019-02-02,54782,2833042,1.93
Wisconsin,WI,2019-02-16,5574,2019-02-09,47683,2833042,1.68
Wisconsin,WI,2019-02-23,5769,2019-02-16,45863,2833042,1.62
Wisconsin,WI,2019-03-02,6099,2019-02-23,44312,2833042,1.56
Wisconsin,WI,2019-03-09,6373,2019-03-02,44487,2833042,1.57
Wisconsin,WI,2019-03-16,5999,2019-03-09,43947,2833042,1.55
Wisconsin,WI,2019-03-23,5416,2019-03-16,42319,2833042,1.49
Wisconsin,WI,2019-03-30,5678,2019-03-23,40083,2833042,1.41
Wisconsin,WI,2019-04-06,5381,2019-03-30,38304,2833042,1.35
Wisconsin,WI,2019-04-13,4684,2019-04-06,33123,2839742,1.17
Wisconsin,WI,2019-04-20,4902,2019-04-13,31454,2839742,1.11
Wisconsin,WI,2019-04-27,4891,2019-04-20,29636,2839742,1.04
Wisconsin,WI,2019-05-04,4230,2019-04-27,26352,2839742,0.93
Wisconsin,WI,2019-05-11,4230,2019-05-04,24838,2839742,0.87
Wisconsin,WI,2019-05-18,3510,2019-05-11,22949,2839742,0.81
Wisconsin,WI,2019-05-25,3514,2019-05-18,21608,2839742,0.76
Wisconsin,WI,2019-06-01,3753,2019-05-25,21075,2839742,0.74
Wisconsin,WI,2019-06-08,4367,2019-06-01,21636,2839742,0.76
Wisconsin,WI,2019-06-15,5208,2019-06-08,21574,2839742,0.76
Wisconsin,WI,2019-06-22,5467,2019-06-15,23915,2839742,0.84
Wisconsin,WI,2019-06-29,4345,2019-06-22,25106,2839742,0.88
Wisconsin,WI,2019-07-06,5609,2019-06-29,24961,2839742,0.88
Wisconsin,WI,2019-07-13,5475,2019-07-06,29809,2845276,1.05
Wisconsin,WI,2019-07-20,3441,2019-07-13,26526,2845276,0.93
Wisconsin,WI,2019-07-27,3427,2019-07-20,25635,2845276,0.9
Wisconsin,WI,2019-08-03,3702,2019-07-27,25235,2845276,0.89
Wisconsin,WI,2019-08-10,3833,2019-08-03,25799,2845276,0.91
Wisconsin,WI,2019-08-17,3369,2019-08-10,25087,2845276,0.88
Wisconsin,WI,2019-08-24,3190,2019-08-17,24157,2845276,0.85
Wisconsin,WI,2019-08-31,3787,2019-08-24,23279,2845276,0.82
Wisconsin,WI,2019-09-07,3826,2019-08-31,23006,2845276,0.81
Wisconsin,WI,2019-09-14,3594,2019-09-07,20411,2845276,0.72
Wisconsin,WI,2019-09-21,3151,2019-09-14,18955,2845276,0.67
Wisconsin,WI,2019-09-28,2993,2019-09-21,18491,2845276,0.65
Wisconsin,WI,2019-10-05,3773,2019-09-28,18508,2845276,0.65
Wisconsin,WI,2019-10-12,3888,2019-10-05,19041,2848173,0.67
Wisconsin,WI,2019-10-19,3536,2019-10-12,18962,2848173,0.67
Wisconsin,WI,2019-10-26,3911,2019-10-19,19430,2848173,0.68
Wisconsin,WI,2019-11-02,4827,2019-10-26,20121,2848173,0.71
Wisconsin,WI,2019-11-09,5847,2019-11-02,22085,2848173,0.78
Wisconsin,WI,2019-11-16,6642,2019-11-09,23174,2848173,0.81
Wisconsin,WI,2019-11-23,7396,2019-11-16,26913,2848173,0.94
Wisconsin,WI,2019-11-30,8129,2019-11-23,27603,2848173,0.97
Wisconsin,WI,2019-12-07,10564,2019-11-30,37499,2848173,1.32
Wisconsin,WI,2019-12-14,6794,2019-12-07,33276,2848173,1.17
Wisconsin,WI,2019-12-21,7776,2019-12-14,35984,2848173,1.26
Wisconsin,WI,2019-12-28,10483,2019-12-21,36158,2848173,1.27
Wisconsin,WI,2020-01-04,12854,2019-12-28,49605,2848173,1.74
Wisconsin,WI,2020-01-11,8255,2020-01-04,53305,2851929,1.87
Wisconsin,WI,2020-01-18,6388,2020-01-11,44776,2851929,1.57
Wisconsin,WI,2020-01-25,6134,2020-01-18,44077,2851929,1.55
Wisconsin,WI,2020-02-01,6280,2020-01-25,44425,2851929,1.56
Wisconsin,WI,2020-02-08,6579,2020-02-01,44477,2851929,1.56
Wisconsin,WI,2020-02-15,5808,2020-02-08,44163,2851929,1.55
Wisconsin,WI,2020-02-22,6098,2020-02-15,43996,2851929,1.54
Wisconsin,WI,2020-02-29,5658,2020-02-22,43574,2851929,1.53
